Species	Accession	FTP
Escherichia coli strain Nico21(DE3) 	CP053600.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/955/GCA_013166955.1_ASM1316695v1
Escherichia coli strain NEBExpress 	CP053599.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/935/GCA_013166935.1_ASM1316693v1
Escherichia coli BL21 	CP053601.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/975/GCA_013166975.1_ASM1316697v1
Escherichia coli strain NEB_Turbo 	CP053605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/055/GCA_013167055.1_ASM1316705v1
Escherichia coli strain GF3-3 	CP053259.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/112/335/GCA_013112335.1_ASM1311233v1
Escherichia coli strain GF4-3 	CP053258.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/122/565/GCA_013122565.1_ASM1312256v1
Escherichia coli strain SCU-308 	CP053281.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/865/GCA_013085865.1_ASM1308586v1
Escherichia coli strain SCU-306 	CP053231.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/084/945/GCA_013084945.1_ASM1308494v1
Escherichia coli strain SCU-106 	CP053234.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/185/GCA_013085185.1_ASM1308518v1
Escherichia coli strain SCU-485 	CP053245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/205/GCA_013085205.1_ASM1308520v1
Escherichia coli strain SCU-482 	CP053247.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/025/GCA_013085025.1_ASM1308502v1
Escherichia coli strain RM11911 	CP044313.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/495/GCA_008761495.2_ASM876149v2
Escherichia coli strain SJ7 	CP044315.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/535/GCA_008761535.3_ASM876153v3
Escherichia coli strain RM13745 	CP044312.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/475/GCA_008761475.2_ASM876147v2
Escherichia coli strain RM13752 	CP044311.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/455/GCA_008761455.2_ASM876145v2
Escherichia coli strain C21 	CP052877.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/974/525/GCA_012974525.1_ASM1297452v1
Escherichia coli strain SCU-101 	CP048920.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/974/565/GCA_012974565.1_ASM1297456v1
Escherichia coli strain ATCC 25922 	CP037449.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/974/805/GCA_012974805.1_ASM1297480v1
Escherichia coli strain SCU-387 	CP051688.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/765/GCA_012934765.1_ASM1293476v1
Escherichia coli strain SCU-318 	CP051692.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/735/GCA_012934735.1_ASM1293473v1
Escherichia coli strain SCU-313 	CP051694.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/715/GCA_012934715.1_ASM1293471v1
Escherichia coli strain SCU-152 	CP051698.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/675/GCA_012934675.1_ASM1293467v1
Escherichia coli strain SCU-124 	CP051706.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/635/GCA_012934635.1_ASM1293463v1
Escherichia coli strain SCU-123 	CP051711.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/615/GCA_012934615.1_ASM1293461v1
Escherichia coli strain SCU-122 	CP051714.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/595/GCA_012934595.1_ASM1293459v1
Escherichia coli strain SCU-118 	CP051716.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/575/GCA_012934575.1_ASM1293457v1
Escherichia coli strain SCU-116 	CP051719.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/555/GCA_012934555.1_ASM1293455v1
Escherichia coli strain SCU-112 	CP051725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/535/GCA_012934535.1_ASM1293453v1
Escherichia coli strain SCU-111 	CP051727.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/515/GCA_012934515.1_ASM1293451v1
Escherichia coli strain SCU-109 	CP051733.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/495/GCA_012934495.1_ASM1293449v1
Escherichia coli strain SCU-108 	CP051735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/475/GCA_012934475.1_ASM1293447v1
Escherichia coli strain SCU-105 	CP051738.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/455/GCA_012934455.1_ASM1293445v1
Escherichia coli strain SCU-484 	CP051744.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/785/GCA_012934785.1_ASM1293478v1
Escherichia coli strain SCU-486 	CP051749.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/815/GCA_012934815.1_ASM1293481v1
Escherichia coli strain SCU-301 	CP051751.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/695/GCA_012934695.1_ASM1293469v1
Escherichia coli strain SCU-102 	CP051753.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/435/GCA_012934435.1_ASM1293443v1
Escherichia coli O121 strain FDA858783-1-52 	CP051631.1	None
Escherichia coli strain SFE8 	CP051219.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/516/455/GCA_012516455.1_ASM1251645v1
Escherichia coli strain SCZE5 	CP051222.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/537/835/GCA_012537835.1_ASM1253783v1
Escherichia coli O39:NM str. F8704-2 	CP050998.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/618/905/GCA_000618905.3_ASM61890v3
Escherichia coli O157:H16 str. 98-3133 	CP051001.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/618/005/GCA_000618005.3_ASM61800v3
Escherichia coli strain 54 	CP041284.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/278/675/GCA_012278675.1_ASM1227867v1
Escherichia coli strain 8-3-Ti3 	CP050865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/221/565/GCA_012221565.1_ASM1222156v1
Escherichia coli strain 8-3-DC15 	CP050862.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/221/365/GCA_012221365.1_ASM1222136v1
Escherichia coli strain PapM-36-2 	CP050646.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/044/775/GCA_012044775.1_ASM1204477v1
Escherichia coli strain CAU16175 	CP047378.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/996/085/GCA_011996085.1_ASM1199608v1
Escherichia coli strain STB20-1 	CP050173.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/691/525/GCA_011691525.1_ASM1169152v1
Escherichia coli strain T28R 	CP049353.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/885/GCA_011492885.1_ASM1149288v1
Escherichia coli strain T16R 	CP046716.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/985/GCA_011492985.1_ASM1149298v1
Escherichia coli strain IBS28 	CP049979.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/925/GCA_011492925.1_ASM1149292v1
Escherichia coli strain JL05 	CP049936.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/383/085/GCA_011383085.1_ASM1138308v1
Escherichia coli strain NBRC 3301 	CP048439.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/509/415/GCA_010509415.1_ASM1050941v1
Escherichia coli strain 164 	CP048367.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/525/GCA_010365525.1_ASM1036552v1
Escherichia coli strain 163 	CP048371.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/505/GCA_010365505.1_ASM1036550v1
Escherichia coli strain INSC1002 	CP045977.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/663/855/GCA_009663855.1_ASM966385v1
Escherichia coli O157:H7 strain K1516 	CP049612.1	None
Escherichia coli strain 06-3538 	CP049609.1	None
Escherichia coli strain 3R 	CP049348.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/067/085/GCA_011067085.1_ASM1106708v1
Escherichia coli strain UMB200201_11 	CP049343.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/575/GCA_011064575.1_ASM1106457v1
Escherichia coli strain ZF34 	CP047461.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/895/GCA_011045895.1_ASM1104589v1
Escherichia coli strain ZF31 	CP047455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/875/GCA_011045875.1_ASM1104587v1
Escherichia coli strain CM IVRI KOL-1 	CP033158.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/475/GCA_011045475.1_ASM1104547v1
Escherichia coli strain IVRI Kol CP4 	CP034253.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/455/GCA_011045455.1_ASM1104545v1
Escherichia coli strain PapRG-04-4 	CP049201.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/215/GCA_011045215.1_ASM1104521v1
Escherichia coli strain PapM-32-1 	CP049204.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/235/GCA_011045235.1_ASM1104523v1
Escherichia coli strain E597 	CP049197.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/275/GCA_011045275.1_ASM1104527v1
Escherichia coli strain E118 	CP049196.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/255/GCA_011045255.1_ASM1104525v1
Escherichia coli strain E686 	CP049198.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/295/GCA_011045295.1_ASM1104529v1
Escherichia coli strain EC28 	CP049101.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/044/355/GCA_011044355.1_ASM1104435v1
Escherichia coli strain 190693 	CP048934.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/022/275/GCA_011022275.1_ASM1102227v1
Escherichia coli strain PapRG-06-5 	CP048605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/669/025/GCA_010669025.1_ASM1066902v1
Escherichia coli strain PapRG-06-3 	CP048604.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/669/005/GCA_010669005.1_ASM1066900v1
Escherichia coli strain ChlosBP-23-1 	CP048603.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/668/985/GCA_010668985.1_ASM1066898v1
Escherichia coli strain 38 	CP048376.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/545/GCA_010365545.1_ASM1036554v1
Escherichia coli strain 142 	CP048337.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/385/GCA_010365385.1_ASM1036538v1
Escherichia coli strain 10 	CP048330.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/425/GCA_010365425.1_ASM1036542v1
Escherichia coli strain 9 	CP048304.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/325/GCA_010365325.1_ASM1036532v1
Escherichia coli strain 124 	CP048344.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/465/GCA_010365465.1_ASM1036546v1
Escherichia coli strain 53 	CP048359.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/485/GCA_010365485.1_ASM1036548v1
Escherichia coli strain 32-4 	CP048310.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/345/GCA_010365345.1_ASM1036534v1
Escherichia coli strain 61 	CP048326.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/405/GCA_010365405.1_ASM1036540v1
Escherichia coli strain 64 	CP048322.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/365/GCA_010365365.1_ASM1036536v1
Escherichia coli strain 10754 a-1 	CP025976.1	None
Escherichia coli strain 10802 a 	CP025973.1	None
Escherichia coli strain 11573 a-1 	CP025970.1	None
Escherichia coli strain 2407 a 	CP025967.1	None
Escherichia coli strain PNUSAE013304 	CP034936.1	None
Escherichia coli strain 201609 	CP048107.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/092/965/GCA_010092965.1_ASM1009296v1
Escherichia coli strain GZEC065 	CP048025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/092/405/GCA_010092405.1_ASM1009240v1
Escherichia coli strain STEC719 	CP041411.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/948/655/GCA_009948655.1_ASM994865v1
Escherichia coli strain STEC711 	CP041416.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/949/145/GCA_009949145.1_ASM994914v1
Escherichia coli strain STEC409 	CP041422.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/949/705/GCA_009949705.1_ASM994970v1
Escherichia coli strain STEC388 	CP041425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/950/125/GCA_009950125.1_ASM995012v1
Escherichia coli strain STEC367 	CP041429.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/950/475/GCA_009950475.1_ASM995047v1
Escherichia coli strain STEC316 	CP041431.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/950/805/GCA_009950805.1_ASM995080v1
Escherichia coli strain STEC313 	CP041433.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/951/245/GCA_009951245.1_ASM995124v1
Escherichia coli strain STEC309 	CP041435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/951/745/GCA_009951745.1_ASM995174v1
Escherichia coli strain STEC005 	CP041437.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/952/125/GCA_009952125.1_ASM995212v1
Escherichia coli strain EC42405 	CP043414.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/435/GCA_009931435.1_ASM993143v1
Escherichia coli O157:H7 strain FRIK804 	CP034384.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/235/GCA_009931235.1_ASM993123v1
Escherichia coli strain ETEC6 	CP041627.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/375/335/GCA_008375335.1_ASM837533v1
Escherichia coli strain DH5alpha 	CP045741.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/495/GCA_009648495.1_ASM964849v1
Escherichia coli strain PE15 	CP041628.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/295/GCA_009914295.1_ASM991429v1
Escherichia coli strain LD22-1 	CP047876.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/415/GCA_009913415.1_ASM991341v1
Escherichia coli strain LD93-1 	CP047662.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/909/505/GCA_009909505.1_ASM990950v1
Escherichia coli strain LD26-1 	CP047665.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/909/485/GCA_009909485.1_ASM990948v1
Escherichia coli strain LD39-1 	CP047658.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/909/465/GCA_009909465.1_ASM990946v1
Escherichia coli strain LD27-1 	CP047594.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/905/355/GCA_009905355.1_ASM990535v1
Escherichia coli strain 94EC 	CP047576.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/905/135/GCA_009905135.1_ASM990513v1
Escherichia coli strain 2EC1 	CP047571.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/905/115/GCA_009905115.1_ASM990511v1
Escherichia coli strain NCCP 14539 	CP042981.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/873/415/GCA_009873415.1_ASM987341v1
Escherichia coli strain NCCP 14540 	CP042982.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/873/435/GCA_009873435.1_ASM987343v1
Escherichia coli strain NCCP 15739 	CP041747.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/873/355/GCA_009873355.1_ASM987335v1
Escherichia coli strain NCCP 15955 	CP041749.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/873/375/GCA_009873375.1_ASM987337v1
Escherichia coli strain N3 	CP031609.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/275/GCA_003410275.1_ASM341027v1
Escherichia coli strain F2_81 	CP043542.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/196/535/GCA_900196535.2_ASM90019653v2
Escherichia coli strain BL21-AI 	CP047231.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/832/985/GCA_009832985.1_ASM983298v1
Escherichia coli K-12 	CP047127.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/832/885/GCA_009832885.1_ASM983288v1
Escherichia coli strain C27A 	CP044305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/475/GCA_009762475.1_ASM976247v1
Escherichia coli strain P59A 	CP044298.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/415/GCA_009762415.1_ASM976241v1
Escherichia coli strain P225M 	CP044346.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/495/GCA_009762495.1_ASM976249v1
Escherichia coli strain P276M 	CP044293.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/385/GCA_009762385.1_ASM976238v1
Escherichia coli strain P43A 	CP044291.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/365/GCA_009762365.1_ASM976236v1
Escherichia coli strain 152661 	CP046676.1	None
Escherichia coli strain PT109 	CP041031.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/761/715/GCA_009761715.1_ASM976171v1
Escherichia coli strain RM19259 	CP046527.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/738/455/GCA_009738455.1_ASM973845v1
Escherichia coli O22:H8 strain RM10809-3 	CP023165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/728/565/GCA_009728565.1_ASM972856v1
Escherichia coli strain ECO2947 	CP046259.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/605/GCA_009720605.1_ASM972060v1
Escherichia coli strain EC2 	CP041955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/465/GCA_009720465.1_ASM972046v1
Escherichia coli strain 1919D62 	CP046009.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/671/125/GCA_009671125.1_ASM967112v1
Escherichia coli strain 1919D3 	CP046006.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/671/105/GCA_009671105.1_ASM967110v1
Escherichia coli strain 1916D6 	CP046003.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/671/085/GCA_009671085.1_ASM967108v1
Escherichia coli strain 1916D18 	CP046000.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/671/045/GCA_009671045.1_ASM967104v1
Escherichia coli strain AUSMDU00002545 	CP045975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/455/GCA_009664455.1_ASM966445v1
Escherichia coli strain FSIS11705876 	CP035545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/305/GCA_009664305.1_ASM966430v1
Escherichia coli strain AQ15 	CP043487.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/205/GCA_009664205.1_ASM966420v1
Escherichia coli strain SL112 	CP043486.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/185/GCA_009664185.1_ASM966418v1
Escherichia coli O157:H7 strain CFSAN076619 	CP045863.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/175/GCA_009650175.1_ASM965017v1
Escherichia coli strain AUSMDU00014361 	CP045827.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/035/GCA_009650035.1_ASM965003v1
Escherichia coli O157:H7 strain TT12B 	CP038494.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/627/495/GCA_009627495.1_ASM962749v1
Escherichia coli strain ecMN1F 	CP044410.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/824/125/GCA_008824125.1_ASM882412v1
Escherichia coli strain CCUG 73778 	CP041337.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/577/985/GCA_009577985.1_ASM957798v1
Escherichia coli strain CV261 	CP040316.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/433/135/GCA_009433135.1_ASM943313v1
Escherichia coli strain MA11 	CP040314.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/915/GCA_009432915.1_ASM943291v1
Escherichia coli strain M7638 	CP040313.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/795/GCA_009432795.1_ASM943279v1
Escherichia coli strain F3398 	CP040311.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/635/GCA_009432635.1_ASM943263v1
Escherichia coli strain 21B8 	CP040309.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/415/GCA_009432415.1_ASM943241v1
Escherichia coli strain F1 E4 	CP040307.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/432/215/GCA_009432215.1_ASM943221v1
Escherichia coli strain HB6 	CP040305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/431/955/GCA_009431955.1_ASM943195v1
Escherichia coli strain ET12567 	CP045457.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/395/265/GCA_009395265.1_ASM939526v1
Escherichia coli strain 04-00955 	CP035498.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/564/035/GCA_004564035.1_ASM456403v1
Escherichia coli strain LAU-OXA 	CP045277.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/035/GCA_009363035.1_ASM936303v1
Escherichia coli strain JME66 	CP042844.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/865/GCA_008931865.1_ASM893186v1
Escherichia coli strain XDL 	CP043033.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/949/495/GCA_008949495.1_ASM894949v1
Escherichia coli strain JME67 	CP042843.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/725/GCA_008931725.1_ASM893172v1
Escherichia coli strain JME65 	CP042845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/745/GCA_008931745.1_ASM893174v1
Escherichia coli strain JME64 	CP042846.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/765/GCA_008931765.1_ASM893176v1
Escherichia coli strain ERL03-1416 	CP032811.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/185/GCA_008931185.1_ASM893118v1
Escherichia coli strain ERL04-3476 	CP032808.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/135/GCA_008931135.1_ASM893113v1
Escherichia coli strain ERL05-0623 	CP032805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/305/GCA_008926305.1_ASM892630v1
Escherichia coli strain ERL05-1306 	CP032803.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/185/GCA_008926185.1_ASM892618v1
Escherichia coli strain ERL06-2442 	CP032801.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/165/GCA_008926165.1_ASM892616v1
Escherichia coli strain ERL06-2497 	CP032797.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/145/GCA_008926145.1_ASM892614v1
Escherichia coli strain ERL06-2503 	CP032795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/125/GCA_008926125.1_ASM892612v1
Escherichia coli strain NZRM3614 	CP032793.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/105/GCA_008926105.1_ASM892610v1
Escherichia coli strain NZRM4165 	CP032791.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/085/GCA_008926085.1_ASM892608v1
Escherichia coli strain NZRM4169 	CP032789.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/925/965/GCA_008925965.1_ASM892596v1
Escherichia coli strain PK6 	CP042588.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/823/185/GCA_008823185.1_ASM882318v1
Escherichia coli strain 15.TR.026_OXA 	CP032145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/655/GCA_008807655.1_ASM880765v1
Escherichia coli strain YPE3 	CP041452.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/295/GCA_008807295.1_ASM880729v1
Escherichia coli strain YPE10 	CP041448.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/135/GCA_008807135.1_ASM880713v1
Escherichia coli strain YPE12 	CP041442.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/155/GCA_008807155.1_ASM880715v1
Escherichia coli O104:H4 strain FDAARGOS_349 	CP027394.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/983/645/GCA_002983645.1_ASM298364v1
Escherichia coli O104:H4 strain FDAARGOS_348 	CP022086.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/105/GCA_002209105.2_ASM220910v2
Escherichia coli strain FDAARGOS_403 	CP023535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/365/GCA_002393365.1_ASM239336v1
Escherichia coli strain 194195 	CP044350.1	None
